City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Gorele,TR,2022-01-23 22:30:52,41.0308,39.0031,42.24,94,100,12.24
293,Saint-Augustin,CA,2022-01-23 22:30:52,51.226,-58.6502,4.41,99,97,1.05
294,Marsh Harbour,BS,2022-01-23 22:30:53,26.5412,-77.0636,71.29,75,65,10.25
295,Rupert,US,2022-01-23 22:30:53,42.6191,-113.6772,27.28,86,100,4.61
296,Marzuq,YE,2022-01-23 22:30:54,14.4,46.4667,60.69,71,28,1.54
297,Katsuura,JP,2022-01-23 22:30:54,35.1333,140.3,46.18,82,100,17.52
298,Can Tho,VN,2022-01-23 22:30:55,10.0333,105.7833,73.38,100,75,2.3
299,Naifaru,MV,2022-01-23 22:30:55,5.4444,73.3657,81.03,59,87,10.49
300,Vestmannaeyjar,IS,2022-01-23 22:30:55,63.4427,-20.2734,37.26,58,100,38.25
301,Abonnema,NG,2022-01-23 22:30:56,4.7084,6.7931,79.41,79,3,5.55
302,Muttupet,IN,2022-01-23 22:30:56,10.4,79.4833,75.38,84,30,8.66
303,Vostok,RU,2022-01-23 22:30:57,46.4856,135.8833,-16.4,99,83,4.47
304,Naga,PH,2022-01-23 22:30:57,13.6192,123.1814,75.65,92,40,4.92
305,Omsukchan,RU,2022-01-23 22:30:57,62.5333,155.8,-28.32,98,100,5.06
306,Rio Verde De Mato Grosso,BR,2022-01-23 22:30:58,-18.9181,-54.8442,81.05,70,92,4.97
307,Aasiaat,GL,2022-01-23 22:30:58,68.7098,-52.8699,5.05,88,100,11.61
308,Ngunguru,NZ,2022-01-23 22:30:59,-35.6167,174.5,69.17,78,100,13.69
309,Zhezkazgan,KZ,2022-01-23 22:31:00,47.8043,67.7144,7.02,98,96,5.73
310,Weatherford,US,2022-01-23 22:28:39,32.7593,-97.7972,65.86,36,0,1.99
311,San Rafael Del Sur,NI,2022-01-23 22:31:00,11.8485,-86.4384,86.97,37,6,15.14
312,Caninde,BR,2022-01-23 22:31:01,-4.3589,-39.3117,78.01,67,2,4.25
313,Lujiang,CN,2022-01-23 22:31:01,31.2581,117.2817,35.65,92,100,9.46
314,Hasaki,JP,2022-01-23 22:31:02,35.7333,140.8333,37.8,61,100,24.74
315,Cap Malheureux,MU,2022-01-23 22:31:02,-19.9842,57.6142,79.29,85,47,3.0
316,Kamenka,RU,2022-01-23 22:31:03,51.3223,42.7678,18.75,93,100,13.42
317,Ust-Omchug,RU,2022-01-23 22:31:03,61.15,149.6333,-36.45,100,93,2.28
318,Rio Gallegos,AR,2022-01-23 22:30:28,-51.6226,-69.2181,57.25,58,75,16.11
319,Tambopata,PE,2022-01-23 22:31:04,-12.7333,-69.1833,75.09,94,75,3.44
320,Asau,RO,2022-01-23 22:32:04,46.4333,26.4,22.95,87,91,7.14
321,Shelburne,CA,2022-01-23 22:29:32,44.0787,-80.2041,11.75,74,92,5.57
322,Siddipet,IN,2022-01-23 22:32:05,18.1,78.85,62.33,71,17,5.79
323,Santa Rosa,PH,2022-01-23 22:32:06,14.3122,121.1114,76.98,87,76,3.27
324,Sistranda,NO,2022-01-23 22:32:06,63.7256,8.834,47.89,68,100,44.49
325,Berlevag,NO,2022-01-23 22:32:07,70.8578,29.0864,40.95,65,0,44.87
326,Bichena,ET,2022-01-23 22:32:07,10.45,38.2,54.37,35,78,2.77
327,Praia,CV,2022-01-23 22:32:07,14.9215,-23.5087,73.94,73,75,16.11
328,Pangnirtung,CA,2022-01-23 22:32:08,66.1451,-65.7125,-5.76,78,100,6.82
329,Vakhrushev,RU,2022-01-23 22:32:08,48.9833,142.9667,3.81,80,39,4.61
330,Saint-Georges,GD,2022-01-23 22:32:09,12.0564,-61.7485,78.48,73,20,16.11
331,Jalu,LY,2022-01-23 22:32:09,29.0331,21.5482,49.91,65,10,8.21
332,Manokwari,ID,2022-01-23 22:32:10,-0.8667,134.0833,81.61,77,100,6.78
333,Sur,OM,2022-01-23 22:32:10,22.5667,59.5289,67.06,60,0,12.12
334,Bathsheba,BB,2022-01-23 22:32:10,13.2167,-59.5167,79.41,69,40,13.8
335,La Paz,BO,2022-01-23 22:28:55,-16.5,-68.15,51.78,76,75,4.61
336,Camacha,PT,2022-01-23 22:32:11,33.0833,-16.3333,60.53,77,40,5.75
337,Saint-Ambroise,CA,2022-01-23 22:32:11,48.5501,-71.3324,1.94,60,92,13.8
338,Cherskiy,RU,2022-01-23 22:32:12,68.75,161.3,-31.61,98,100,4.45
339,Ames,US,2022-01-23 22:32:12,42.0347,-93.6199,17.83,79,100,5.01
340,Sibolga,ID,2022-01-23 22:32:13,1.7427,98.7792,75.0,87,88,3.44
341,Nanning,CN,2022-01-23 22:30:09,22.8167,108.3167,61.25,85,100,4.63
342,Joshimath,IN,2022-01-23 22:32:13,30.5667,79.5667,34.09,86,97,4.65
343,Kendari,ID,2022-01-23 22:32:14,-3.945,122.4989,77.0,88,93,3.0
344,Bantou,CN,2022-01-23 22:32:14,26.2151,117.4893,55.76,94,98,1.63
345,Vardo,NO,2022-01-23 22:28:15,70.3705,31.1107,41.2,75,0,27.63
346,Vanimo,PG,2022-01-23 22:32:15,-2.6741,141.3028,80.53,80,100,1.59
347,Mehamn,NO,2022-01-23 22:32:15,71.0357,27.8492,40.91,84,100,41.41
348,Atar,MR,2022-01-23 22:32:16,20.5169,-13.0499,73.0,19,89,7.25
349,Ugento,IT,2022-01-23 22:32:16,39.9263,18.1574,45.9,61,49,21.27
350,Leh,IN,2022-01-23 22:32:16,34.1667,77.5833,6.64,97,100,1.72
351,Ranau,MY,2022-01-23 22:32:17,5.9538,116.6641,70.45,97,94,0.45
352,Xuddur,SO,2022-01-23 22:32:17,4.1213,43.8894,70.16,63,24,13.44
353,Kindu,CD,2022-01-23 22:32:18,-2.95,25.95,68.7,98,100,2.44
354,Aromashevo,RU,2022-01-23 22:32:18,56.8602,68.6375,-0.9,95,76,6.22
355,Tonstad,NO,2022-01-23 22:32:19,58.6626,6.7169,42.62,97,99,5.82
356,Makakilo City,US,2022-01-23 22:32:19,21.3469,-158.0858,80.92,57,75,4.61
357,Zambezi,ZM,2022-01-23 22:32:19,-13.5432,23.1047,64.42,92,69,4.79
358,Broome,US,2022-01-23 22:32:20,42.2506,-75.833,28.02,79,100,3.0
359,Sao Filipe,CV,2022-01-23 22:32:20,14.8961,-24.4956,75.34,69,100,13.76
360,Port Keats,AU,2022-01-23 22:32:21,-14.25,129.55,81.55,85,92,7.81
361,Matagami,CA,2022-01-23 22:29:16,49.7502,-77.6328,-9.29,70,0,4.61
362,Quatre Cocos,MU,2022-01-23 22:32:21,-20.2078,57.7625,78.91,81,52,7.38
363,Minden,DE,2022-01-23 22:32:22,52.2833,8.9167,43.18,97,99,2.77
364,Wattegama,LK,2022-01-23 22:32:22,6.7989,81.4808,70.72,88,100,2.06
365,Dicabisagan,PH,2022-01-23 22:32:23,17.0818,122.4157,73.76,90,20,2.28
366,Langsa,ID,2022-01-23 22:32:23,4.4683,97.9683,72.64,96,91,2.33
367,Peniche,PT,2022-01-23 22:33:23,39.3558,-9.3811,53.1,80,9,8.7
368,Port Hardy,CA,2022-01-23 22:30:21,50.6996,-127.4199,39.38,93,100,0.0
369,Kalabo,ZM,2022-01-23 22:33:24,-14.97,22.6814,64.94,92,43,4.45
370,Lam Luk Ka,TH,2022-01-23 22:33:25,13.9323,100.7494,78.01,93,20,6.91
371,Ancud,CL,2022-01-23 22:33:25,-41.8697,-73.8203,62.42,85,83,9.46
372,Lasa,IT,2022-01-23 22:33:26,46.6166,10.7002,40.46,61,2,5.59
373,Diamantino,BR,2022-01-23 22:33:26,-14.4086,-56.4461,78.21,82,72,1.66
374,Ranghulu,CN,2022-01-23 22:33:27,46.65,124.8667,-6.95,99,94,3.36
375,Sakakah,SA,2022-01-23 22:33:27,29.9697,40.2064,42.37,46,0,2.04
376,Abu Samrah,SY,2022-01-23 22:33:27,35.3029,37.1841,38.93,89,33,9.55
377,Karimganj,IN,2022-01-23 22:33:28,24.8667,92.35,60.78,68,81,4.74
378,Chum Phae,TH,2022-01-23 22:33:28,16.5443,102.0992,71.69,68,46,2.3
379,Tecoanapa,MX,2022-01-23 22:33:29,16.5167,-98.75,83.17,57,2,9.89
380,Necochea,AR,2022-01-23 22:33:29,-38.5473,-58.7368,66.85,60,66,3.76
381,Bitung,ID,2022-01-23 22:33:30,1.4451,125.1824,74.25,74,86,3.31
382,Tessalit,ML,2022-01-23 22:33:30,20.1986,1.0114,60.1,11,1,10.89
383,Kotagiri,IN,2022-01-23 22:33:31,11.4333,76.8833,53.67,73,3,1.95
384,Mosquera,CO,2022-01-23 22:30:21,4.7059,-74.2302,60.89,82,40,8.05
385,Pokhara,NP,2022-01-23 22:33:31,28.2333,83.9833,48.15,51,78,5.48
386,Dingle,PH,2022-01-23 22:33:32,10.9995,122.6711,75.11,92,90,7.05
387,Gaeta,IT,2022-01-23 22:33:32,41.2183,13.5628,51.75,71,2,4.92
388,Karabuk,TR,2022-01-23 22:33:32,41.2049,32.6277,26.51,97,100,2.35
389,Kihei,US,2022-01-23 22:33:33,20.785,-156.4656,82.98,69,40,16.11
390,Antigonish,CA,2022-01-23 22:33:33,45.6169,-61.9986,30.02,79,100,4.0
391,Rocha,UY,2022-01-23 22:33:34,-34.4833,-54.3333,72.88,92,99,4.65
392,Toro,CO,2022-01-23 22:33:34,4.6117,-76.0814,84.88,91,92,5.06
393,Zabaykalsk,RU,2022-01-23 22:33:35,49.6333,117.3167,-3.26,99,100,1.66
394,Egvekinot,RU,2022-01-23 22:33:35,66.3167,-179.1667,-16.4,96,100,4.38
395,Mnogovershinnyy,RU,2022-01-23 22:33:35,53.9353,139.9242,-8.09,94,48,5.12
396,Andros Town,BS,2022-01-23 22:33:36,24.7,-77.7667,75.16,74,42,13.22
397,Kenitra,MA,2022-01-23 22:32:18,34.261,-6.5802,58.73,88,50,7.38
398,Jumla,NP,2022-01-23 22:33:36,29.2747,82.1838,25.11,91,52,6.11
399,Padang,ID,2022-01-23 22:33:37,-0.9492,100.3543,76.23,85,91,3.56
400,Mogadishu,SO,2022-01-23 22:33:37,2.0371,45.3438,77.29,75,89,23.73
401,Takoradi,GH,2022-01-23 22:33:38,4.8845,-1.7554,78.84,86,5,7.09
402,Sinjar,IQ,2022-01-23 22:33:38,36.3209,41.8754,38.14,65,97,9.1
403,Kerema,PG,2022-01-23 22:33:38,-7.9631,145.7785,82.89,69,94,3.0
404,Buluang,PH,2022-01-23 22:33:39,13.3068,123.3425,74.77,92,54,2.98
405,Seoul,KR,2022-01-23 22:32:46,37.5683,126.9778,34.99,83,0,3.44
406,A Coruna,ES,2022-01-23 22:33:39,43.3713,-8.396,48.72,86,20,4.0
407,Fairbanks,US,2022-01-23 22:31:34,64.8378,-147.7164,15.6,80,0,0.0
408,Jambi,ID,2022-01-23 22:33:40,-1.6,103.6167,73.09,97,100,1.32
409,The Valley,AI,2022-01-23 22:33:41,18.217,-63.0578,78.66,73,20,9.22
410,Esperance,AU,2022-01-23 22:33:41,-33.8667,121.9,64.24,84,87,14.2
411,Provideniya,RU,2022-01-23 22:33:41,64.3833,-173.3,12.36,79,100,8.95
412,Maldonado,UY,2022-01-23 22:31:26,-34.6667,-54.9167,74.59,94,100,4.68
413,Apricena,IT,2022-01-23 22:34:42,41.7839,15.4437,44.42,65,99,15.01
414,Wanlaweyn,SO,2022-01-23 22:34:42,2.6185,44.8938,74.61,69,79,15.12
415,Hay River,CA,2022-01-23 22:34:43,60.8156,-115.7999,-4.02,77,75,5.75
416,Ballina,AU,2022-01-23 22:34:43,-28.8667,153.5667,74.79,85,100,10.36
417,Mont-Dore,NC,2022-01-23 22:34:44,-22.2833,166.5833,84.18,99,47,6.91
418,Ryotsu,JP,2022-01-23 22:34:44,38.0833,138.4333,39.16,63,80,6.85
419,Mingshui,CN,2022-01-23 22:34:44,36.7167,117.5,27.09,59,100,3.78
420,Richards Bay,ZA,2022-01-23 22:34:45,-28.783,32.0377,68.38,86,13,5.19
421,Dunedin,NZ,2022-01-23 22:34:05,-45.8742,170.5036,56.8,73,99,4.0
422,Mount Isa,AU,2022-01-23 22:31:08,-20.7333,139.5,76.77,100,75,6.91
423,Botad,IN,2022-01-23 22:34:46,22.1667,71.6667,56.21,40,0,4.9
424,Kibala,TD,2022-01-23 22:34:46,9.1104,18.3463,78.75,22,0,13.8
425,Korla,CN,2022-01-23 22:34:47,41.7597,86.1469,23.81,58,100,1.52
426,Vershino-Shakhtaminskiy,RU,2022-01-23 22:34:47,51.3012,117.8868,-7.28,100,100,0.56
427,Yambio,SS,2022-01-23 22:34:47,4.5721,28.3955,74.89,33,61,3.8
428,Wucheng,CN,2022-01-23 22:34:48,29.6008,118.175,46.02,97,100,2.73
429,Cao Bang,VN,2022-01-23 22:34:48,22.6667,106.25,63.5,98,99,0.72
430,Okha,RU,2022-01-23 22:32:07,53.5739,142.9478,-5.12,94,21,12.35
431,Sao Gabriel Da Cachoeira,BR,2022-01-23 22:34:49,-0.1303,-67.0892,74.84,96,84,1.12
432,Enshi,CN,2022-01-23 22:34:49,30.3,109.4833,43.72,97,100,0.6
433,Lincoln,US,2022-01-23 22:31:03,40.8,-96.667,39.0,61,100,3.0
434,Istok,XK,2022-01-23 22:34:50,42.7808,20.4875,23.92,76,70,5.06
435,Cabedelo,BR,2022-01-23 22:34:50,-6.9811,-34.8339,79.47,73,32,9.17
436,Morrinhos,BR,2022-01-23 22:34:51,-17.7311,-49.0994,76.1,67,84,4.12
437,Sawtell,AU,2022-01-23 22:34:51,-30.3833,153.1,75.52,82,75,9.22
438,Miraflores,MX,2022-01-23 22:34:52,19.2167,-98.8083,72.25,49,60,7.83
439,Marco,US,2022-01-23 22:34:52,25.9726,-81.729,58.01,65,40,5.99
440,Kysyl-Syr,RU,2022-01-23 22:34:52,63.8986,122.7617,-15.21,100,91,3.29
441,Sao Jose Da Coroa Grande,BR,2022-01-23 22:34:53,-8.8978,-35.1478,80.19,71,43,10.78
442,Bell Ville,AR,2022-01-23 22:34:53,-32.6259,-62.6887,80.67,67,99,3.15
443,Antalaha,MG,2022-01-23 22:34:54,-14.9003,50.2788,74.62,91,98,3.62
444,Aykino,RU,2022-01-23 22:34:54,62.2248,49.9922,1.92,99,95,4.29
445,Talnakh,RU,2022-01-23 22:34:54,69.4865,88.3972,-5.08,99,100,5.37
446,Jiuquan,CN,2022-01-23 22:34:55,39.7432,98.5174,18.77,59,10,0.76
447,Vladivostok,RU,2022-01-23 22:34:55,43.1056,131.8735,10.42,86,6,11.86
448,Taoudenni,ML,2022-01-23 22:34:56,22.6783,-3.9836,66.22,18,71,9.6
449,North Platte,US,2022-01-23 22:34:56,41.1239,-100.7654,56.12,32,100,7.0
450,Yar-Sale,RU,2022-01-23 22:34:57,66.8333,70.8333,4.35,94,59,11.5
451,Nizhniy Kuranakh,RU,2022-01-23 22:34:57,58.8353,125.4869,-7.83,99,100,3.0
452,Nhulunbuy,AU,2022-01-23 22:34:58,-12.2333,136.7667,79.41,94,40,5.75
453,Roebourne,AU,2022-01-23 22:34:58,-20.7833,117.1333,82.96,72,69,6.67
454,Nauta,PE,2022-01-23 22:34:59,-4.5061,-73.5757,78.94,87,66,2.89
455,Baruun-Urt,MN,2022-01-23 22:34:59,46.6806,113.2792,1.76,98,99,2.95
456,Aranos,NA,2022-01-23 22:34:59,-24.1333,19.1167,69.4,45,74,11.39
457,Yendi,GH,2022-01-23 22:35:00,9.4427,-0.0099,79.29,15,0,6.46
458,Guaratinga,BR,2022-01-23 22:35:00,-16.5667,-39.5667,77.67,88,58,3.42
459,Chaiyaphum,TH,2022-01-23 22:35:01,15.75,102.0,77.94,66,2,1.23
460,Jasper,US,2022-01-23 22:32:33,37.2001,-94.3502,51.85,43,0,11.5
461,Malumfashi,NG,2022-01-23 22:36:02,11.7853,7.6218,63.57,18,2,9.86
462,Brewster,US,2022-01-23 22:36:02,41.3973,-73.6171,34.39,66,100,1.01
463,Lebanon,US,2022-01-23 22:36:02,36.2081,-86.2911,50.22,37,100,5.75
464,Bunia,CD,2022-01-23 22:36:03,1.5667,30.25,64.99,55,19,2.66
465,Juneau,US,2022-01-23 22:35:34,58.3019,-134.4197,41.85,96,100,3.44
466,Zeya,RU,2022-01-23 22:36:03,53.75,127.2667,-9.6,97,5,1.39
467,Huilong,CN,2022-01-23 22:36:04,31.8111,121.655,46.04,85,100,12.66
468,Torbay,CA,2022-01-23 22:35:28,47.6666,-52.7314,27.57,91,75,18.41
469,Kargil,IN,2022-01-23 22:36:05,34.5667,76.1,8.92,96,100,0.96
470,Namatanai,PG,2022-01-23 22:36:05,-3.6667,152.4333,83.89,70,93,3.47
471,Ixtlan,MX,2022-01-23 22:36:05,20.1833,-102.4,76.64,24,70,10.13
472,Ewo,CG,2022-01-23 22:36:06,-0.8725,14.8206,79.66,46,75,1.79
473,Goderich,CA,2022-01-23 22:36:06,43.7501,-81.7165,14.92,73,78,9.22
474,Xichang,CN,2022-01-23 22:36:07,27.8964,102.2634,42.8,91,95,0.65
475,Nimaparha,IN,2022-01-23 22:36:07,20.0667,86.0167,68.4,89,9,7.25
476,Tomatlan,MX,2022-01-23 22:36:08,19.9333,-105.25,83.73,43,72,6.89
477,Kabare,CD,2022-01-23 22:36:08,-2.4683,28.8242,61.77,96,100,2.46
478,Amapa,BR,2022-01-23 22:36:09,1.0,-52.0,72.16,98,83,2.01
479,Itoman,JP,2022-01-23 22:36:09,26.1247,127.6694,69.82,92,75,14.97
480,Ixtapa,MX,2022-01-23 22:36:10,20.7,-105.2,78.03,73,100,14.97
481,Sioux Lookout,CA,2022-01-23 22:36:10,50.1001,-91.917,-3.62,71,100,3.44
482,Clinton,US,2022-01-23 22:33:34,42.587,-82.9199,21.52,67,75,1.99
483,Chiang Khong,TH,2022-01-23 22:36:11,20.2613,100.4046,57.52,89,1,1.48
484,San Patricio,US,2022-01-23 22:36:11,28.017,-97.5169,59.41,43,100,4.36
485,Gondanglegi,ID,2022-01-23 22:36:12,-7.7479,112.0132,74.03,90,82,3.56
486,Khanpur,PK,2022-01-23 22:36:12,28.6453,70.6567,50.68,32,0,3.98
487,Sulangan,PH,2022-01-23 22:36:12,11.1373,123.7228,79.18,86,89,16.46
488,Port Hedland,AU,2022-01-23 22:36:13,-20.3167,118.5667,82.45,94,77,5.75
489,Shaunavon,CA,2022-01-23 22:36:13,49.6501,-108.4181,40.78,62,100,20.42
490,Nabire,ID,2022-01-23 22:36:14,-3.3667,135.4833,79.23,85,99,0.87
491,Mercedes,AR,2022-01-23 22:36:14,-34.6515,-59.4307,81.18,70,95,3.31
492,Talcahuano,CL,2022-01-23 22:36:14,-36.7167,-73.1167,67.68,64,0,16.11
493,Oudtshoorn,ZA,2022-01-23 22:36:15,-33.5907,22.2014,64.76,24,2,3.09
494,Gobabis,NA,2022-01-23 22:36:15,-22.45,18.9667,65.82,48,14,12.39
495,Altay,CN,2022-01-23 22:36:16,47.8667,88.1167,4.28,61,1,7.27
496,Ouagadougou,BF,2022-01-23 22:33:18,12.3642,-1.5383,71.73,18,0,5.75
497,Graaff-Reinet,ZA,2022-01-23 22:36:16,-32.2522,24.5308,81.91,38,1,8.55
498,Batesville,US,2022-01-23 22:33:06,35.7698,-91.641,56.89,35,20,5.75
499,Odienne,CI,2022-01-23 22:36:17,9.51,-7.5692,72.9,16,6,4.88
500,Monaragala,LK,2022-01-23 22:36:17,6.8714,81.3487,70.32,88,100,1.95
501,Gyor,HU,2022-01-23 22:36:18,47.6833,17.6351,33.93,69,0,11.5
502,Araouane,ML,2022-01-23 22:36:18,18.9048,-3.5265,63.57,12,1,12.5
503,Gurupi,BR,2022-01-23 22:36:19,-11.7292,-49.0686,77.63,77,52,5.7
504,Yerbogachen,RU,2022-01-23 22:36:19,61.2767,108.0108,-15.54,100,97,4.5
505,Gizycko,PL,2022-01-23 22:37:20,54.0381,21.7644,19.76,96,32,7.16
506,Coquimbo,CL,2022-01-23 22:37:20,-29.9533,-71.3436,64.13,77,0,14.97
507,Cassilandia,BR,2022-01-23 22:37:20,-19.1133,-51.7342,78.37,74,72,3.04
508,Farmington,US,2022-01-23 22:35:37,36.7281,-108.2187,51.21,30,0,11.5
509,Protivin,CZ,2022-01-23 22:37:21,49.1995,14.2172,36.81,93,100,8.99
510,Bay Roberts,CA,2022-01-23 22:37:21,47.5999,-53.2648,28.33,83,61,4.0
511,Kushva,RU,2022-01-23 22:37:22,58.2906,59.7592,15.62,86,100,5.23
512,Taicheng,CN,2022-01-23 22:37:22,38.731,113.228,26.91,75,100,1.43
513,Jatiroto,ID,2022-01-23 22:37:23,-7.8833,111.1167,73.02,93,94,1.23
514,Bhabua,IN,2022-01-23 22:37:23,25.05,83.6167,57.16,95,43,4.0
515,Iskateley,RU,2022-01-23 22:37:23,67.6803,53.1512,11.89,90,100,19.44
516,Warmbad,NA,2022-01-23 22:37:24,-28.45,18.7333,82.71,31,51,4.36
517,New Iberia,US,2022-01-23 22:34:52,30.0035,-91.8187,57.27,44,0,0.0
518,Dudinka,RU,2022-01-23 22:37:24,69.4058,86.1778,-16.29,100,100,5.82
519,Kytmanovo,RU,2022-01-23 22:37:25,53.4593,85.4479,0.73,98,100,1.57
520,Tateyama,JP,2022-01-23 22:37:25,34.9833,139.8667,46.09,61,100,17.76
521,Nuuk,GL,2022-01-23 22:37:26,64.1835,-51.7216,20.35,73,100,11.59
522,Charters Towers,AU,2022-01-23 22:36:07,-20.1,146.2667,81.28,57,77,11.99
523,Avera,US,2022-01-23 22:37:27,33.194,-82.5271,54.28,49,0,7.92
524,Celestun,MX,2022-01-23 22:37:27,20.8667,-90.4,74.03,76,33,17.78
525,Limbang,MY,2022-01-23 22:37:27,4.75,115.0,79.11,97,97,2.13
526,Westport,US,2022-01-23 22:37:28,41.1415,-73.3579,35.98,53,100,1.01
527,Sao Sebastiao,BR,2022-01-23 22:37:28,-23.76,-45.4097,77.32,93,62,6.58
528,Qaqortoq,GL,2022-01-23 22:37:29,60.7167,-46.0333,23.5,73,100,10.74
529,San Miguel,SV,2022-01-23 22:37:29,13.4833,-88.1833,98.2,28,0,6.91
530,Natalio,PY,2022-01-23 22:37:30,-26.7167,-55.0833,87.87,46,57,5.86
531,Okakarara,NA,2022-01-23 22:37:30,-20.5833,17.4333,68.5,45,32,6.64
532,Ambon,ID,2022-01-23 22:37:31,-3.6954,128.1814,75.34,94,20,5.75
533,Progreso,MX,2022-01-23 22:37:31,21.2833,-89.6667,80.71,77,43,14.32
534,Polunochnoye,RU,2022-01-23 22:37:31,60.8697,60.4153,13.62,91,100,2.64
535,Velikiy Ustyug,RU,2022-01-23 22:37:32,60.7644,46.3106,6.89,96,95,5.95
536,Kota Belud,MY,2022-01-23 22:37:32,6.351,116.4305,76.86,86,97,3.89
537,San Felipe,VE,2022-01-23 22:37:33,10.3399,-68.7425,71.6,85,63,6.13
538,Lengshuijiang,CN,2022-01-23 22:37:33,27.6881,111.4294,37.62,95,99,2.28
539,Conceicao Do Araguaia,BR,2022-01-23 22:37:33,-8.2578,-49.2647,75.43,90,40,1.97
540,Qesarya,IL,2022-01-23 22:37:34,32.5189,34.9046,50.31,75,100,7.7
541,Ban Nahin,LA,2022-01-23 22:37:34,18.2418,104.2122,65.39,88,9,3.06
542,Bambous Virieux,MU,2022-01-23 22:37:35,-20.3428,57.7575,79.05,83,40,2.3
543,Kjollefjord,NO,2022-01-23 22:37:35,70.9457,27.3465,40.78,84,100,41.99
544,Clarence Town,AU,2022-01-23 22:37:36,-32.5833,151.7833,76.33,62,93,3.0
545,Bilma,NE,2022-01-23 22:37:36,18.6853,12.9164,59.47,20,81,12.73
546,Kurchum,KZ,2022-01-23 22:37:36,48.5722,83.6542,-13.54,96,29,1.19
547,Santa Fe,AR,2022-01-23 22:37:37,-31.6333,-60.7,78.03,79,100,1.99
548,Tarauaca,BR,2022-01-23 22:36:43,-8.1614,-70.7656,75.76,95,95,1.61
549,Mirnyy,RU,2022-01-23 22:37:37,62.5353,113.9611,-13.77,75,83,4.0
550,Umm Lajj,SA,2022-01-23 22:37:38,25.0213,37.2685,63.73,59,5,10.78
551,Arona,ES,2022-01-23 22:37:38,28.0996,-16.681,59.52,89,20,1.14
552,Lhokseumawe,ID,2022-01-23 22:38:39,5.1801,97.1507,75.85,87,75,1.92
553,Comodoro Rivadavia,AR,2022-01-23 22:37:48,-45.8667,-67.5,75.06,22,0,27.63
554,Pleasanton,US,2022-01-23 22:38:39,37.6624,-121.8747,66.92,49,0,1.01
555,Kodinsk,RU,2022-01-23 22:38:40,58.6881,99.1844,0.03,99,100,1.1
556,Homer,US,2022-01-23 22:35:16,59.6425,-151.5483,43.03,71,100,20.71
557,Ostashkov,RU,2022-01-23 22:38:40,57.1467,33.1075,-2.87,100,99,4.32
558,Pervomayskiy,RU,2022-01-23 22:38:41,53.2485,40.2871,11.16,95,95,10.45
